Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Sales,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
238-49-0436,Alex,Pune,Normal,Male,Health and beauty,2694.1800000000003,8,1077.672,22631.111999999997,3/27/2019,1:48:00 PM,Credit card,21553.440000000002,4.761904762,1077.672,4.9
608-96-3517,Cairo,Nashik,Member,Female,Fashion accessories,7597.820000000001,4,1519.564,31910.844,3/23/2019,7:20:00 PM,Credit card,30391.280000000002,4.761904762,1519.564,4.8
584-86-7256,Giza,Amravati,Member,Male,Sports and travel,2868.48,7,1003.968,21083.327999999998,03-11-2019,4:07:00 PM,Credit card,20079.36,4.761904762,1003.968,7.3
746-94-0204,Alex,Pune,Normal,Male,Fashion accessories,6908.919999999999,9,3109.0139999999997,65289.294,1/29/2019,11:56:00 AM,Credit card,62180.28,4.761904762,3109.0139999999997,7.4
214-17-6927,Giza,Amravati,Normal,Female,Food and beverages,1367.8400000000001,6,410.352,8617.392,02-07-2019,6:23:00 PM,Ewallet,8207.039999999999,4.761904762,410.352,9.9
400-89-4171,Giza,Amravati,Normal,Female,Sports and travel,6720.51,8,2688.2039999999997,56452.284,1/28/2019,1:05:00 PM,Cash,53764.08,4.761904762,2688.2039999999997,9.3
782-95-9291,Alex,Pune,Member,Male,Food and beverages,7660.070000000001,5,1915.0175000000002,40215.3675,2/20/2019,3:55:00 PM,Credit card,38300.35,4.761904762,1915.0175000000002,9.0
279-74-2924,Cairo,Nashik,Member,Male,Electronic accessories,5990.110000000001,1,299.5055,6289.6155,01-04-2019,7:40:00 PM,Cash,5990.110000000001,4.761904762,299.5055,6.1
307-85-2293,Cairo,Nashik,Normal,Male,Home and lifestyle,4173.24,5,1043.31,21909.510000000002,03-07-2019,1:58:00 PM,Ewallet,20866.2,4.761904762,1043.31,9.7
743-04-1105,Cairo,Nashik,Member,Male,Health and beauty,8069.26,9,3631.1670000000004,76254.507,3/30/2019,2:43:00 PM,Ewallet,72623.34,4.761904762,3631.1670000000004,6.0
423-57-2993,Cairo,Nashik,Normal,Male,Sports and travel,7751.37,6,2325.411,48833.630999999994,3/27/2019,7:18:00 PM,Ewallet,46508.22,4.761904762,2325.411,10.0
894-41-5205,Giza,Amravati,Normal,Female,Food and beverages,3583.94,8,1433.5759999999998,30105.095999999998,1/19/2019,7:39:00 PM,Credit card,28671.52,4.761904762,1433.5759999999998,8.3
275-28-0149,Alex,Pune,Normal,Male,Sports and travel,5286.2699999999995,1,264.3135,5550.5835,2/25/2019,4:21:00 PM,Cash,5286.2699999999995,4.761904762,264.3135,6.0
101-17-6199,Alex,Pune,Normal,Male,Food and beverages,3800.5699999999997,7,1330.1995,27934.189500000004,3/13/2019,7:44:00 PM,Credit card,26603.989999999998,4.761904762,1330.1995,7.0
423-80-0988,Giza,Amravati,Normal,Male,Sports and travel,6341.200000000001,2,634.12,13316.52,1/30/2019,7:42:00 PM,Ewallet,12682.400000000001,4.761904762,634.12,6.5
548-46-9322,Cairo,Nashik,Normal,Male,Food and beverages,3311.7,10,1655.85,34772.85,2/20/2019,3:24:00 PM,Credit card,33117.0,4.761904762,1655.85,5.9
505-02-0892,Cairo,Nashik,Member,Male,Health and beauty,3533.31,8,1413.3239999999998,29679.804,2/25/2019,2:12:00 PM,Ewallet,28266.48,4.761904762,1413.3239999999998,5.6
234-65-2137,Giza,Amravati,Normal,Male,Home and lifestyle,7933.139999999999,10,3966.5699999999997,83297.97,1/16/2019,1:32:00 PM,Cash,79331.4,4.761904762,3966.5699999999997,4.8
687-47-8271,Alex,Pune,Normal,Male,Fashion accessories,8215.34,10,4107.67,86261.06999999999,02-08-2019,4:20:00 PM,Credit card,82153.4,4.761904762,4107.67,8.7
796-32-9050,Alex,Pune,Normal,Male,Food and beverages,4256.24,6,1276.872,26814.312,1/19/2019,4:31:00 PM,Cash,25537.440000000002,4.761904762,1276.872,6.5
105-31-1824,Alex,Pune,Member,Male,Sports and travel,5770.16,7,2019.556,42410.676,02-01-2019,3:10:00 PM,Credit card,40391.119999999995,4.761904762,2019.556,8.5
249-42-3782,Alex,Pune,Normal,Male,Health and beauty,5810.830000000001,5,1452.7075000000002,30506.857500000002,01-03-2019,11:36:00 AM,Ewallet,29054.15,4.761904762,1452.7075000000002,5.5
316-55-4634,Cairo,Nashik,Member,Male,Food and beverages,6644.15,5,1661.0375,34881.7875,1/26/2019,12:45:00 PM,Credit card,33220.75,4.761904762,1661.0375,9.4
733-33-4967,Giza,Amravati,Normal,Male,Electronic accessories,1730.5500000000002,8,692.22,14536.619999999999,03-03-2019,7:17:00 PM,Cash,13844.400000000001,4.761904762,692.22,6.3
608-27-6295,Cairo,Nashik,Member,Male,Electronic accessories,4389.87,6,1316.961,27656.181,1/19/2019,5:34:00 PM,Credit card,26339.219999999998,4.761904762,1316.961,9.8
414-12-7047,Cairo,Nashik,Normal,Male,Food and beverages,1642.57,8,657.028,13797.588,1/18/2019,12:04:00 PM,Ewallet,13140.56,4.761904762,657.028,8.7
827-26-2100,Alex,Pune,Member,Male,Home and lifestyle,2808.7200000000003,9,1263.924,26542.404000000002,3/21/2019,4:21:00 PM,Ewallet,25278.48,4.761904762,1263.924,8.8
175-54-2529,Alex,Pune,Member,Male,Food and beverages,1840.1100000000001,8,736.044,15456.924,03-03-2019,5:01:00 PM,Credit card,14720.880000000001,4.761904762,736.044,9.6
139-52-2867,Giza,Amravati,Normal,Female,Fashion accessories,1868.3300000000002,7,653.9155,13732.2255,2/13/2019,10:50:00 AM,Credit card,13078.31,4.761904762,653.9155,4.8
407-63-8975,Alex,Pune,Normal,Male,Food and beverages,6132.04,6,1839.612,38631.852,3/23/2019,7:16:00 PM,Ewallet,36792.24,4.761904762,1839.612,4.4
342-65-4817,Giza,Amravati,Member,Male,Health and beauty,7204.4,3,1080.6599999999999,22693.86,1/28/2019,4:47:00 PM,Ewallet,21613.199999999997,4.761904762,1080.6599999999999,9.9
130-98-8941,Giza,Amravati,Normal,Male,Fashion accessories,5333.580000000001,7,1866.753,39201.812999999995,02-09-2019,10:00:00 AM,Cash,37335.06,4.761904762,1866.753,5.7
434-83-9547,Giza,Amravati,Member,Male,Food and beverages,3193.0099999999998,8,1277.204,26821.284000000003,1/23/2019,11:51:00 AM,Cash,25544.079999999998,4.761904762,1277.204,7.7
851-28-6367,Alex,Pune,Member,Male,Sports and travel,1286.5,10,643.25,13508.25,3/23/2019,10:55:00 AM,Ewallet,12865.0,4.761904762,643.25,8.0
824-88-3614,Giza,Amravati,Normal,Male,Health and beauty,2847.73,8,1139.092,23920.932,1/25/2019,3:00:00 PM,Ewallet,22781.84,4.761904762,1139.092,5.7
586-25-0848,Alex,Pune,Normal,Female,Sports and travel,1024.22,7,358.477,7528.017,03-04-2019,11:19:00 AM,Credit card,7169.54,4.761904762,358.477,6.7
895-66-0685,Cairo,Nashik,Member,Male,Food and beverages,1500.6399999999999,3,225.096,4727.016,03-05-2019,7:46:00 PM,Ewallet,4501.92,4.761904762,225.096,8.0
305-14-0245,Cairo,Nashik,Member,Female,Home and lifestyle,7842.669999999999,8,3137.0679999999998,65878.428,03-03-2019,7:00:00 PM,Ewallet,62741.35999999999,4.761904762,3137.0679999999998,7.5
732-04-5373,Cairo,Nashik,Member,Male,Home and lifestyle,3857.0099999999998,4,771.402,16199.442000000001,02-08-2019,10:53:00 AM,Cash,15428.039999999999,4.761904762,771.402,7.0
400-60-7251,Alex,Pune,Normal,Male,Home and lifestyle,6147.8099999999995,1,307.3905,6455.2005,02-10-2019,12:50:00 PM,Ewallet,6147.8099999999995,4.761904762,307.3905,9.9
593-65-1552,Giza,Amravati,Normal,Female,Home and lifestyle,5794.2300000000005,4,1158.846,24335.766,1/28/2019,8:50:00 PM,Credit card,23176.920000000002,4.761904762,1158.846,5.9
284-34-9626,Cairo,Nashik,Normal,Female,Home and lifestyle,6394.320000000001,3,959.1479999999999,20142.108,02-11-2019,10:39:00 AM,Credit card,19182.96,4.761904762,959.1479999999999,7.2
437-58-8131,Cairo,Nashik,Normal,Female,Fashion accessories,6102.16,2,610.216,12814.536,1/15/2019,1:41:00 PM,Ewallet,12204.32,4.761904762,610.216,4.6
286-43-6208,Giza,Amravati,Normal,Female,Food and beverages,7287.4,9,3279.33,68865.93000000001,3/16/2019,7:08:00 PM,Cash,65586.6,4.761904762,3279.33,9.2
641-43-2399,Cairo,Nashik,Normal,Male,Home and lifestyle,2120.65,4,424.13000000000005,8906.73,1/26/2019,8:23:00 PM,Ewallet,8482.6,4.761904762,424.13000000000005,5.7
831-07-6050,Alex,Pune,Normal,Male,Electronic accessories,2714.9300000000003,5,678.7325000000001,14253.3825,3/19/2019,11:30:00 AM,Credit card,13574.650000000001,4.761904762,678.7325000000001,9.9
556-86-3144,Giza,Amravati,Member,Female,Fashion accessories,6166.070000000001,1,308.3035,6474.3735,1/13/2019,7:30:00 PM,Cash,6166.070000000001,4.761904762,308.3035,5.0
848-24-9445,Giza,Amravati,Member,Male,Health and beauty,3627.1000000000004,2,362.71000000000004,7616.91,3/26/2019,6:03:00 PM,Cash,7254.200000000001,4.761904762,362.71000000000004,4.9
856-22-8149,Alex,Pune,Normal,Female,Home and lifestyle,2099.0699999999997,1,104.95349999999999,2204.0235000000002,3/23/2019,10:13:00 AM,Ewallet,2099.0699999999997,4.761904762,104.95349999999999,6.1
699-01-4164,Giza,Amravati,Normal,Male,Health and beauty,3444.5,4,688.9000000000001,14466.900000000001,03-12-2019,7:58:00 PM,Credit card,13778.0,4.761904762,688.9000000000001,8.2
420-11-4919,Giza,Amravati,Member,Female,Food and beverages,5925.37,5,1481.3425,31108.1925,2/17/2019,7:57:00 PM,Credit card,29626.85,4.761904762,1481.3425,5.5
606-80-4905,Giza,Amravati,Member,Female,Sports and travel,1589.4499999999998,6,476.83500000000004,10013.535,1/29/2019,10:01:00 AM,Credit card,9536.7,4.761904762,476.83500000000004,6.8
542-41-0513,Cairo,Nashik,Member,Female,Electronic accessories,4771.67,4,954.334,20041.014,3/15/2019,11:57:00 AM,Cash,19086.68,4.761904762,954.334,6.6
426-39-2418,Giza,Amravati,Normal,Male,Electronic accessories,5097.03,7,1783.9605000000001,37463.1705,1/14/2019,10:02:00 AM,Cash,35679.21,4.761904762,1783.9605000000001,9.8
875-46-5808,Cairo,Nashik,Member,Male,Health and beauty,2149.7,10,1074.85,22571.85,02-06-2019,2:51:00 PM,Ewallet,21497.0,4.761904762,1074.85,8.7
394-43-4238,Cairo,Nashik,Member,Male,Home and lifestyle,1474.9099999999999,5,368.72749999999996,7743.2775,2/15/2019,12:42:00 PM,Credit card,7374.549999999999,4.761904762,368.72749999999996,5.4
749-24-1565,Alex,Pune,Normal,Female,Health and beauty,1911.49,9,860.1705000000001,18063.5805,01-03-2019,12:02:00 PM,Ewallet,17203.41,4.761904762,860.1705000000001,7.9
672-51-8681,Giza,Amravati,Member,Female,Electronic accessories,5531.950000000001,9,2489.3775,52276.9275,01-04-2019,6:19:00 PM,Credit card,49787.55,4.761904762,2489.3775,9.7
263-87-5680,Giza,Amravati,Member,Female,Home and lifestyle,2367.9900000000002,10,1183.9950000000001,24863.895,3/18/2019,5:38:00 PM,Ewallet,23679.9,4.761904762,1183.9950000000001,7.8
573-58-9734,Cairo,Nashik,Normal,Female,Fashion accessories,2520.71,3,378.10650000000004,7940.2365,3/28/2019,1:41:00 PM,Ewallet,7562.13,4.761904762,378.10650000000004,5.1
817-69-8206,Cairo,Nashik,Normal,Female,Electronic accessories,8277.59,9,3724.9155,78223.2255,03-02-2019,7:42:00 PM,Credit card,74498.31,4.761904762,3724.9155,6.5
888-02-0338,Alex,Pune,Normal,Male,Electronic accessories,2177.09,9,979.6904999999999,20573.500500000002,1/25/2019,8:24:00 PM,Ewallet,19593.809999999998,4.761904762,979.6904999999999,5.9
677-11-0152,Giza,Amravati,Normal,Female,Food and beverages,7740.580000000001,9,3483.261,73148.481,1/16/2019,6:08:00 PM,Cash,69665.22,4.761904762,3483.261,8.8
142-63-6033,Cairo,Nashik,Normal,Male,Home and lifestyle,7665.88,5,1916.47,40245.869999999995,3/20/2019,7:17:00 PM,Ewallet,38329.4,4.761904762,1916.47,4.9
656-16-1063,Cairo,Nashik,Normal,Male,Sports and travel,3852.86,3,577.929,12136.509000000002,01-04-2019,1:24:00 PM,Credit card,11558.58,4.761904762,577.929,4.4
891-58-8335,Cairo,Nashik,Member,Female,Sports and travel,2457.63,7,860.1705000000001,18063.5805,03-11-2019,3:53:00 PM,Cash,17203.41,4.761904762,860.1705000000001,6.5
802-43-8934,Alex,Pune,Normal,Male,Home and lifestyle,1517.24,1,75.86200000000001,1593.1019999999999,3/22/2019,3:05:00 PM,Credit card,1517.24,4.761904762,75.86200000000001,8.3
560-30-5617,Cairo,Nashik,Normal,Female,Sports and travel,2055.91,5,513.9775,10793.527499999998,3/24/2019,6:27:00 PM,Cash,10279.55,4.761904762,513.9775,8.5
319-74-2561,Alex,Pune,Member,Female,Electronic accessories,7855.12,3,1178.268,24743.627999999997,2/21/2019,4:55:00 PM,Cash,23565.36,4.761904762,1178.268,5.5
549-03-9315,Cairo,Nashik,Normal,Male,Fashion accessories,7874.21,8,3149.684,66143.364,02-12-2019,12:58:00 PM,Ewallet,62993.68,4.761904762,3149.684,8.7
790-29-1172,Cairo,Nashik,Normal,Female,Food and beverages,4759.22,3,713.883,14991.543000000001,03-10-2019,6:59:00 PM,Credit card,14277.660000000002,4.761904762,713.883,7.9
239-36-3640,Cairo,Nashik,Normal,Male,Electronic accessories,3764.05,6,1129.2150000000001,23713.515,1/31/2019,1:44:00 PM,Ewallet,22584.300000000003,4.761904762,1129.2150000000001,6.1
468-01-2051,Cairo,Nashik,Normal,Male,Food and beverages,5152.639999999999,7,1803.4240000000002,37871.904,03-06-2019,1:46:00 PM,Ewallet,36068.48,4.761904762,1803.4240000000002,5.4
389-25-3394,Giza,Amravati,Normal,Male,Electronic accessories,980.23,5,245.0575,5146.2074999999995,2/17/2019,6:06:00 PM,Cash,4901.15,4.761904762,245.0575,9.4
279-62-1445,Giza,Amravati,Member,Female,Fashion accessories,1040.82,1,52.041,1092.8609999999999,2/21/2019,12:38:00 PM,Cash,1040.82,4.761904762,52.041,8.2
213-72-6612,Alex,Pune,Normal,Male,Food and beverages,3589.75,2,358.975,7538.475,3/20/2019,3:56:00 PM,Cash,7179.5,4.761904762,358.975,6.2
746-68-6593,Giza,Amravati,Member,Female,Sports and travel,7234.28,2,723.428,15191.988,01-11-2019,2:29:00 PM,Credit card,14468.56,4.761904762,723.428,9.7
836-82-5858,Cairo,Nashik,Member,Male,Health and beauty,5757.71,9,2590.9695,54410.359500000006,1/26/2019,7:14:00 PM,Ewallet,51819.39000000001,4.761904762,2590.9695,4.0
583-72-1480,Giza,Amravati,Member,Male,Electronic accessories,3075.98,4,615.196,12919.115999999998,1/31/2019,4:24:00 PM,Ewallet,12303.92,4.761904762,615.196,9.7
466-61-5506,Cairo,Nashik,Member,Female,Electronic accessories,7528.1,6,2258.4300000000003,47427.03,2/26/2019,10:52:00 AM,Cash,45168.600000000006,4.761904762,2258.4300000000003,5.3
721-86-6247,Alex,Pune,Normal,Female,Home and lifestyle,5263.860000000001,8,2105.544,44216.424,03-11-2019,12:55:00 PM,Ewallet,42110.880000000005,4.761904762,2105.544,7.4
289-65-5721,Cairo,Nashik,Normal,Female,Fashion accessories,6753.71,2,675.3710000000001,14182.791000000001,1/26/2019,7:28:00 PM,Cash,13507.42,4.761904762,675.3710000000001,6.5
545-46-3100,Cairo,Nashik,Member,Female,Electronic accessories,878.97,3,131.84550000000002,2768.7554999999998,03-12-2019,1:52:00 PM,Credit card,2636.91,4.761904762,131.84550000000002,8.7
418-02-5978,Cairo,Nashik,Normal,Female,Health and beauty,6979.47,9,3140.7615,65955.9915,02-11-2019,10:54:00 AM,Cash,62815.229999999996,4.761904762,3140.7615,8.0
269-04-5750,Cairo,Nashik,Member,Male,Fashion accessories,6127.0599999999995,4,1225.412,25733.652,2/21/2019,6:31:00 PM,Cash,24508.239999999998,4.761904762,1225.412,6.7
157-13-5295,Alex,Pune,Member,Male,Health and beauty,4311.0199999999995,10,2155.5099999999998,45265.71,03-09-2019,6:24:00 PM,Ewallet,43110.2,4.761904762,2155.5099999999998,6.5
645-78-8093,Alex,Pune,Normal,Female,Sports and travel,7730.62,2,773.062,16234.302,1/20/2019,6:09:00 PM,Ewallet,15461.24,4.761904762,773.062,4.1
211-30-9270,Giza,Amravati,Normal,Male,Health and beauty,1445.03,5,361.2575,7586.4075,1/28/2019,3:16:00 PM,Credit card,7225.15,4.761904762,361.2575,4.9
755-12-3214,Giza,Amravati,Member,Female,Fashion accessories,3670.2599999999998,5,917.5649999999999,19268.865,03-05-2019,5:07:00 PM,Credit card,18351.3,4.761904762,917.5649999999999,8.6
346-84-3103,Cairo,Nashik,Member,Female,Electronic accessories,1097.26,5,274.315,5760.615,03-02-2019,7:26:00 PM,Cash,5486.299999999999,4.761904762,274.315,4.3
478-06-7835,Alex,Pune,Normal,Male,Fashion accessories,7444.2699999999995,1,372.21349999999995,7816.483499999999,01-11-2019,11:20:00 AM,Ewallet,7444.2699999999995,4.761904762,372.21349999999995,4.9
540-11-4336,Alex,Pune,Normal,Male,Food and beverages,2070.02,9,931.509,19561.689,01-11-2019,4:49:00 PM,Credit card,18630.18,4.761904762,931.509,5.6
448-81-5016,Alex,Pune,Normal,Male,Health and beauty,4960.91,2,496.091,10417.911,03-11-2019,12:01:00 PM,Credit card,9921.82,4.761904762,496.091,5.8
142-72-4741,Giza,Amravati,Member,Male,Fashion accessories,7735.6,2,773.5600000000001,16244.76,2/28/2019,6:37:00 PM,Credit card,15471.2,4.761904762,773.5600000000001,6.0
217-58-1179,Alex,Pune,Member,Male,Home and lifestyle,5199.95,4,1039.99,21839.79,01-05-2019,11:25:00 AM,Cash,20799.8,4.761904762,1039.99,4.2
376-02-8238,Cairo,Nashik,Normal,Male,Home and lifestyle,7791.21,8,3116.4840000000004,65446.164000000004,02-02-2019,6:42:00 PM,Credit card,62329.68,4.761904762,3116.4840000000004,8.3
530-90-9855,Alex,Pune,Member,Male,Home and lifestyle,3949.9700000000003,8,1579.988,33179.748,01-01-2019,2:47:00 PM,Cash,31599.760000000002,4.761904762,1579.988,5.7
866-05-7563,Cairo,Nashik,Member,Female,Electronic accessories,6756.200000000001,3,1013.4300000000001,21282.030000000002,02-09-2019,7:43:00 PM,Cash,20268.6,4.761904762,1013.4300000000001,4.8
604-70-6476,Alex,Pune,Member,Male,Fashion accessories,1489.0200000000002,5,372.25500000000005,7817.3550000000005,1/23/2019,2:04:00 PM,Ewallet,7445.1,4.761904762,372.25500000000005,6.8
799-71-1548,Alex,Pune,Member,Male,Electronic accessories,6450.76,4,1290.152,27093.192,01-07-2019,4:11:00 PM,Credit card,25803.04,4.761904762,1290.152,8.8
785-13-7708,Cairo,Nashik,Normal,Male,Food and beverages,6063.9800000000005,7,2122.393,44570.253,1/14/2019,7:06:00 PM,Credit card,42447.86,4.761904762,2122.393,4.2
845-51-0542,Cairo,Nashik,Member,Male,Food and beverages,3863.6499999999996,9,1738.6425000000002,36511.4925,02-02-2019,3:34:00 PM,Ewallet,34772.85,4.761904762,1738.6425000000002,6.4
662-47-5456,Giza,Amravati,Member,Male,Fashion accessories,2920.77,10,1460.385,30668.085,3/17/2019,7:06:00 PM,Credit card,29207.699999999997,4.761904762,1460.385,8.4
883-17-4236,Giza,Amravati,Normal,Female,Sports and travel,1194.3700000000001,2,119.43700000000001,2508.177,03-02-2019,7:44:00 PM,Credit card,2388.7400000000002,4.761904762,119.43700000000001,7.2
290-68-2984,Alex,Pune,Normal,Male,Home and lifestyle,1971.25,4,394.25,8279.25,3/16/2019,11:22:00 AM,Cash,7885.0,4.761904762,394.25,5.2
704-11-6354,Alex,Pune,Member,Male,Home and lifestyle,4888.7,8,1955.4799999999998,41065.08,01-06-2019,11:23:00 AM,Cash,39109.6,4.761904762,1955.4799999999998,8.9
110-48-7033,Cairo,Nashik,Member,Male,Fashion accessories,2707.4599999999996,4,541.492,11371.331999999999,1/29/2019,2:12:00 PM,Cash,10829.839999999998,4.761904762,541.492,9.0
366-93-0948,Alex,Pune,Member,Male,Electronic accessories,5507.049999999999,1,275.35249999999996,5782.4025,1/31/2019,10:46:00 AM,Credit card,5507.049999999999,4.761904762,275.35249999999996,9.7
729-09-9681,Alex,Pune,Member,Male,Home and lifestyle,2150.53,6,645.159,13548.339,02-05-2019,10:16:00 AM,Ewallet,12903.18,4.761904762,645.159,8.7
151-16-1484,Alex,Pune,Member,Male,Electronic accessories,2676.75,4,535.35,11242.349999999999,2/13/2019,12:38:00 PM,Ewallet,10707.0,4.761904762,535.35,6.5
380-94-4661,Giza,Amravati,Member,Male,Electronic accessories,5473.0199999999995,4,1094.604,22986.683999999997,02-07-2019,1:05:00 PM,Credit card,21892.079999999998,4.761904762,1094.604,6.9
850-41-9669,Alex,Pune,Normal,Female,Electronic accessories,6229.9800000000005,9,2803.491,58873.311,3/19/2019,1:25:00 PM,Ewallet,56069.82,4.761904762,2803.491,6.2
821-07-3596,Giza,Amravati,Normal,Female,Fashion accessories,1365.35,4,273.07,5734.47,03-07-2019,2:53:00 PM,Ewallet,5461.4,4.761904762,273.07,5.6
655-85-5130,Cairo,Nashik,Member,Female,Fashion accessories,3178.8999999999996,4,635.78,13351.380000000001,3/13/2019,7:22:00 PM,Cash,12715.599999999999,4.761904762,635.78,5.7
447-15-7839,Alex,Pune,Member,Female,Sports and travel,1845.9199999999998,10,922.9599999999999,19382.16,02-09-2019,11:00:00 AM,Cash,18459.2,4.761904762,922.9599999999999,4.2
154-74-7179,Cairo,Nashik,Normal,Male,Sports and travel,4519.35,1,225.9675,4745.3175,2/26/2019,7:24:00 PM,Ewallet,4519.35,4.761904762,225.9675,7.9
253-12-6086,Alex,Pune,Member,Female,Sports and travel,8167.200000000001,7,2858.52,60028.92,03-12-2019,12:43:00 PM,Credit card,57170.399999999994,4.761904762,2858.52,8.7
808-65-0703,Giza,Amravati,Normal,Male,Home and lifestyle,2944.0099999999998,4,588.802,12364.841999999999,3/14/2019,5:22:00 PM,Credit card,11776.039999999999,4.761904762,588.802,6.9
571-94-0759,Cairo,Nashik,Member,Female,Food and beverages,6191.799999999999,10,3095.8999999999996,65013.899999999994,01-08-2019,8:55:00 PM,Cash,61918.0,4.761904762,3095.8999999999996,9.5
144-51-6085,Alex,Pune,Member,Male,Home and lifestyle,5871.419999999999,4,1174.2839999999999,24659.964,01-05-2019,4:05:00 PM,Credit card,23485.679999999997,4.761904762,1174.2839999999999,4.4
731-14-2199,Alex,Pune,Member,Female,Home and lifestyle,2949.8199999999997,10,1474.9099999999999,30973.11,01-04-2019,1:34:00 PM,Ewallet,29498.199999999997,4.761904762,1474.9099999999999,7.0
783-09-1637,Cairo,Nashik,Normal,Female,Sports and travel,5596.6900000000005,5,1399.1725000000001,29382.622499999998,03-06-2019,6:13:00 PM,Ewallet,27983.449999999997,4.761904762,1399.1725000000001,6.3
687-15-1097,Giza,Amravati,Member,Female,Health and beauty,1752.96,2,175.29600000000002,3681.216,01-03-2019,7:17:00 PM,Cash,3505.92,4.761904762,175.29600000000002,9.7
126-54-1082,Alex,Pune,Member,Female,Home and lifestyle,1787.82,9,804.519,16894.899,01-07-2019,11:44:00 AM,Credit card,16090.380000000001,4.761904762,804.519,8.8
633-91-1052,Alex,Pune,Normal,Female,Home and lifestyle,998.4899999999999,2,99.849,2096.829,1/27/2019,3:51:00 PM,Cash,1996.9799999999998,4.761904762,99.849,5.1
477-24-6490,Cairo,Nashik,Normal,Female,Health and beauty,8275.93,6,2482.779,52138.359,2/26/2019,4:52:00 PM,Ewallet,49655.58,4.761904762,2482.779,7.9
566-19-5475,Cairo,Nashik,Normal,Male,Fashion accessories,3981.5099999999998,7,1393.5285000000001,29264.0985,01-07-2019,8:52:00 PM,Cash,27870.570000000003,4.761904762,1393.5285000000001,6.2
526-86-8552,Giza,Amravati,Member,Female,Home and lifestyle,1811.06,10,905.53,19016.13,01-07-2019,5:36:00 PM,Cash,18110.6,4.761904762,905.53,7.1
376-56-3573,Giza,Amravati,Normal,Female,Fashion accessories,7919.860000000001,4,1583.972,33263.412000000004,02-02-2019,1:23:00 PM,Ewallet,31679.440000000002,4.761904762,1583.972,6.4
537-72-0426,Giza,Amravati,Member,Male,Fashion accessories,5892.169999999999,10,2946.0849999999996,61867.784999999996,3/20/2019,4:28:00 PM,Cash,58921.7,4.761904762,2946.0849999999996,5.7
828-61-5674,Alex,Pune,Member,Male,Sports and travel,3653.6600000000003,10,1826.8300000000002,38363.43,3/20/2019,7:57:00 PM,Credit card,36536.6,4.761904762,1826.8300000000002,9.6
136-08-6195,Alex,Pune,Normal,Female,Home and lifestyle,5806.679999999999,8,2322.672,48776.112,2/15/2019,5:01:00 PM,Credit card,46453.439999999995,4.761904762,2322.672,6.4
523-38-0215,Giza,Amravati,Normal,Male,Home and lifestyle,3071.0,1,153.55,3224.55,03-06-2019,1:29:00 PM,Credit card,3071.0,4.761904762,153.55,7.9
490-29-1201,Alex,Pune,Normal,Female,Sports and travel,1273.22,1,63.661,1336.8809999999999,01-06-2019,11:09:00 AM,Cash,1273.22,4.761904762,63.661,6.5
667-92-0055,Alex,Pune,Member,Male,Health and beauty,8285.89,6,2485.7670000000003,52201.106999999996,03-04-2019,3:02:00 PM,Ewallet,49715.340000000004,4.761904762,2485.7670000000003,8.5
565-17-3836,Alex,Pune,Member,Female,Health and beauty,3956.61,4,791.322,16617.762,03-12-2019,2:21:00 PM,Cash,15826.44,4.761904762,791.322,9.1
498-41-1961,Cairo,Nashik,Normal,Male,Health and beauty,5534.4400000000005,5,1383.6100000000001,29055.809999999998,2/20/2019,6:01:00 PM,Cash,27672.199999999997,4.761904762,1383.6100000000001,7.6
593-95-4461,Giza,Amravati,Member,Male,Home and lifestyle,6213.38,1,310.669,6524.049,3/24/2019,2:49:00 PM,Cash,6213.38,4.761904762,310.669,6.9
226-71-3580,Giza,Amravati,Normal,Female,Sports and travel,1971.25,9,887.0625,18628.3125,1/31/2019,12:02:00 PM,Cash,17741.25,4.761904762,887.0625,9.5
283-79-9594,Cairo,Nashik,Normal,Female,Food and beverages,4026.33,7,1409.2155,29593.5255,1/25/2019,1:30:00 PM,Credit card,28184.309999999998,4.761904762,1409.2155,5.2
430-60-3493,Alex,Pune,Member,Female,Home and lifestyle,7875.04,7,2756.2639999999997,57881.544,02-03-2019,2:38:00 PM,Cash,55125.28,4.761904762,2756.2639999999997,4.2
139-20-0155,Cairo,Nashik,Member,Male,Electronic accessories,3344.8999999999996,10,1672.4499999999998,35121.45,1/24/2019,5:37:00 PM,Credit card,33449.0,4.761904762,1672.4499999999998,7.0
558-80-4082,Giza,Amravati,Normal,Male,Electronic accessories,2311.55,7,809.0425,16989.892499999998,3/14/2019,5:20:00 PM,Ewallet,16180.849999999999,4.761904762,809.0425,6.0
278-97-7759,Alex,Pune,Member,Female,Electronic accessories,5185.84,1,259.29200000000003,5445.132,2/18/2019,8:29:00 PM,Cash,5185.84,4.761904762,259.29200000000003,4.7
316-68-6352,Alex,Pune,Member,Female,Food and beverages,3017.88,2,301.788,6337.548,1/21/2019,10:00:00 AM,Cash,6035.76,4.761904762,301.788,7.1
585-03-5943,Cairo,Nashik,Normal,Male,Health and beauty,1503.1299999999999,10,751.5649999999999,15782.865,3/13/2019,11:46:00 AM,Ewallet,15031.3,4.761904762,751.5649999999999,5.9
211-05-0490,Giza,Amravati,Member,Female,Electronic accessories,4309.360000000001,5,1077.3400000000001,22624.14,03-03-2019,1:42:00 PM,Cash,21546.800000000003,4.761904762,1077.3400000000001,7.5
